"","A1_1","A1_2","A1_3","B1_1","B1_2","B1_3","C1_1","C1_2","C1_3"
"Glyma.15G209300.Wm82.a2.v1",126,99,81,152,80,55,678,240,19
"Glyma.15G209400.Wm82.a2.v1",62,42,30,0,1,0,0,0,0
"Glyma.15G209500.Wm82.a2.v1",25,0,7,0,0,0,0,0,0
"Glyma.15G209600.Wm82.a2.v1",419,272,312,297,302,203,147,120,178
"Glyma.15G209700.Wm82.a2.v1",15,0,4,0,0,0,0,0,0
"Glyma.15G209800.Wm82.a2.v1",173,203,139,171,136,144,149,119,130
"Glyma.15G209900.Wm82.a2.v1",110,143,89,95,86,86,68,65,66
"Glyma.15G210000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G210100.Wm82.a2.v1",190,41,143,121,154,120,134,98,275
"Glyma.15G210200.Wm82.a2.v1",4,0,0,0,0,0,0,0,0
"Glyma.15G210300.Wm82.a2.v1",359,234,330,400,290,284,327,208,227
"Glyma.15G210400.Wm82.a2.v1",0,8,0,4,0,0,2,1,4
"Glyma.15G210500.Wm82.a2.v1",104,110,102,108,114,123,77,85,57
"Glyma.15G210600.Wm82.a2.v1",436,150,396,324,336,259,63,47,69
"Glyma.15G210700.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.15G210800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G210900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G211000.Wm82.a2.v1",3,0,7,1,5,0,1,5,0
"Glyma.15G211100.Wm82.a2.v1",0,0,0,0,1,7,0,2,0
"Glyma.15G211200.Wm82.a2.v1",140,67,88,77,94,49,70,38,32
"Glyma.15G211300.Wm82.a2.v1",965,807,661,649,751,760,1537,1149,155
"Glyma.15G211400.Wm82.a2.v1",269,82,208,84,92,78,67,52,46
"Glyma.15G211500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G211600.Wm82.a2.v1",490,212,450,368,341,220,56,48,77
"Glyma.15G211700.Wm82.a2.v1",173,324,174,241,268,304,172,135,132
"Glyma.15G211800.Wm82.a2.v1",70,127,51,62,93,71,85,88,57
"Glyma.15G211900.Wm82.a2.v1",191,124,207,95,107,138,47,61,35
"Glyma.15G212000.Wm82.a2.v1",1,0,0,0,0,0,0,0,1
"Glyma.15G212100.Wm82.a2.v1",165,131,140,104,81,58,19,41,10
"Glyma.15G212200.Wm82.a2.v1",1237,738,983,747,695,610,265,298,273
"Glyma.15G212300.Wm82.a2.v1",0,0,0,2,4,5,4,0,2
"Glyma.15G212400.Wm82.a2.v1",384,344,282,341,221,286,271,230,176
"Glyma.15G212500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G212600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G212700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G212800.Wm82.a2.v1",2828,1693,2710,2670,2055,2168,1788,1418,1492
"Glyma.15G212900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G213000.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G213100.Wm82.a2.v1",633,442,425,276,316,238,147,156,62
"Glyma.15G213200.Wm82.a2.v1",772,355,498,349,529,417,288,240,225
"Glyma.15G213300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G213400.Wm82.a2.v1",207,161,199,184,96,111,225,206,128
"Glyma.15G213500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G213600.Wm82.a2.v1",0,0,0,0,0,0,1,1,0
"Glyma.15G213700.Wm82.a2.v1",2,13,13,19,13,38,97,55,22
"Glyma.15G213800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G213900.Wm82.a2.v1",0,1,0,0,4,0,0,0,0
"Glyma.15G214000.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.15G214100.Wm82.a2.v1",27,17,25,7,30,22,20,9,7
"Glyma.15G214200.Wm82.a2.v1",1,21,4,5,5,3,7,2,0
"Glyma.15G214300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G214400.Wm82.a2.v1",0,0,0,1,2,0,0,0,1
"Glyma.15G214500.Wm82.a2.v1",664,376,548,485,336,363,358,263,233
"Glyma.15G214600.Wm82.a2.v1",6,0,1,9,2,1,6,1,0
"Glyma.15G214700.Wm82.a2.v1",0,0,1,0,1,3,0,0,0
"Glyma.15G214800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G214900.Wm82.a2.v1",3,0,0,0,0,0,0,0,0
"Glyma.15G215000.Wm82.a2.v1",26,28,2,4,14,6,9,0,2
"Glyma.15G215100.Wm82.a2.v1",260,221,339,197,269,216,144,96,82
"Glyma.15G215200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G215300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G215400.Wm82.a2.v1",72,23,41,26,13,7,26,31,12
"Glyma.15G215500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G215600.Wm82.a2.v1",1618,1202,1910,1658,1417,1574,1178,1058,1844
"Glyma.15G215700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G215800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G215900.Wm82.a2.v1",122,65,88,130,166,152,63,30,42
"Glyma.15G216000.Wm82.a2.v1",99,114,97,85,76,63,49,41,33
"Glyma.15G216100.Wm82.a2.v1",174,60,143,127,68,104,85,53,62
"Glyma.15G216200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G216300.Wm82.a2.v1",28,7,20,14,23,16,15,7,12
"Glyma.15G216400.Wm82.a2.v1",435,208,510,387,404,421,329,218,294
"Glyma.15G216500.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.15G216600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G216700.Wm82.a2.v1",18,2,6,0,4,1,0,0,0
"Glyma.15G216800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G216900.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G217000.Wm82.a2.v1",22,21,16,12,9,11,5,3,1
"Glyma.15G217100.Wm82.a2.v1",108,58,46,78,113,112,10,27,22
"Glyma.15G217200.Wm82.a2.v1",0,0,0,0,0,1,0,0,0
"Glyma.15G217300.Wm82.a2.v1",71,21,85,46,43,29,9,17,33
"Glyma.15G217400.Wm82.a2.v1",645,329,417,671,463,499,468,375,342
"Glyma.15G217500.Wm82.a2.v1",4100,5042,3884,8028,9820,7500,2469,1884,2042
"Glyma.15G217600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G217700.Wm82.a2.v1",550,796,600,691,774,847,520,341,454
"Glyma.15G217800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G217900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G218000.Wm82.a2.v1",259,225,193,169,239,153,116,105,120
"Glyma.15G218100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G218200.Wm82.a2.v1",223,72,189,142,186,133,121,86,60
"Glyma.15G218300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G218400.Wm82.a2.v1",1107,617,840,270,323,231,220,127,39
"Glyma.15G218500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G218600.Wm82.a2.v1",7,8,11,0,4,0,0,0,0
"Glyma.15G218700.Wm82.a2.v1",64,98,107,80,63,98,76,45,77
"Glyma.15G218800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G218900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G219000.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.15G219100.Wm82.a2.v1",573,424,322,287,305,159,441,315,61
"Glyma.15G219200.Wm82.a2.v1",916,345,704,803,480,568,481,480,371
"Glyma.15G219300.Wm82.a2.v1",601,378,526,271,234,174,119,94,71
"Glyma.15G219400.Wm82.a2.v1",68,110,165,167,136,157,45,53,29
"Glyma.15G219500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G219600.Wm82.a2.v1",43,46,30,7,14,23,17,16,11
"Glyma.15G219700.Wm82.a2.v1",103,135,131,126,85,187,95,116,90
"Glyma.15G219800.Wm82.a2.v1",28,20,24,3,4,12,7,1,10
"Glyma.15G219900.Wm82.a2.v1",3,3,5,11,13,13,8,4,10
"Glyma.15G220000.Wm82.a2.v1",114,52,38,0,7,0,0,0,0
"Glyma.15G220100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G220200.Wm82.a2.v1",7,12,9,6,3,2,2,0,2
"Glyma.15G220300.Wm82.a2.v1",196,101,55,2,0,0,0,0,0
"Glyma.15G220400.Wm82.a2.v1",11,0,4,0,0,0,0,0,0
"Glyma.15G220500.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G220600.Wm82.a2.v1",3,0,0,0,1,0,1,3,2
"Glyma.15G220700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G220800.Wm82.a2.v1",35,11,8,0,6,9,1,0,0
"Glyma.15G220900.Wm82.a2.v1",25,24,24,12,17,10,11,7,6
"Glyma.15G221000.Wm82.a2.v1",0,0,0,0,0,0,0,2,2
"Glyma.15G221100.Wm82.a2.v1",0,1,0,1,2,0,0,2,1
"Glyma.15G221200.Wm82.a2.v1",0,0,0,8,5,0,0,0,2
"Glyma.15G221300.Wm82.a2.v1",575,391,366,764,984,1070,849,520,375
"Glyma.15G221400.Wm82.a2.v1",398,315,369,360,320,344,266,220,159
"Glyma.15G221500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G221600.Wm82.a2.v1",944,918,931,800,599,596,262,164,276
"Glyma.15G221700.Wm82.a2.v1",234,115,202,315,187,200,115,148,156
"Glyma.15G221800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G221900.Wm82.a2.v1",0,0,0,1,1,0,0,0,1
"Glyma.15G222000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G222100.Wm82.a2.v1",3,0,5,0,1,6,3,0,3
"Glyma.15G222200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G222300.Wm82.a2.v1",0,1,1,14,11,29,2,1,0
"Glyma.15G222400.Wm82.a2.v1",602,428,437,711,434,617,623,531,612
"Glyma.15G222500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G222600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G222700.Wm82.a2.v1",77,36,40,37,34,20,23,16,11
"Glyma.15G222800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G222900.Wm82.a2.v1",2,0,9,4,7,0,1,0,0
"Glyma.15G223000.Wm82.a2.v1",65,0,36,17,13,34,19,13,10
"Glyma.15G223100.Wm82.a2.v1",1163,879,963,760,617,510,310,234,207
"Glyma.15G223200.Wm82.a2.v1",20,14,12,17,18,4,12,2,2
"Glyma.15G223300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G223400.Wm82.a2.v1",46,26,28,32,71,63,63,62,55
"Glyma.15G223500.Wm82.a2.v1",321,152,199,6,7,0,0,0,0
"Glyma.15G223600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G223700.Wm82.a2.v1",0,0,0,0,0,0,0,0,2
"Glyma.15G223800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G223900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G224000.Wm82.a2.v1",57,19,41,12,8,0,2,0,0
"Glyma.15G224100.Wm82.a2.v1",11,3,16,5,1,1,4,0,5
"Glyma.15G224200.Wm82.a2.v1",116,77,114,26,48,28,30,45,26
"Glyma.15G224300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G224400.Wm82.a2.v1",189,179,163,279,130,207,183,119,164
"Glyma.15G224500.Wm82.a2.v1",35,27,25,5,4,20,2,6,6
"Glyma.15G224600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G224700.Wm82.a2.v1",1,0,0,0,0,0,0,2,0
"Glyma.15G224800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G224900.Wm82.a2.v1",490,356,365,357,423,275,292,248,167
"Glyma.15G225000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225300.Wm82.a2.v1",94,62,97,73,49,41,25,23,7
"Glyma.15G225400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225600.Wm82.a2.v1",0,0,0,0,0,0,1,1,0
"Glyma.15G225700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G225800.Wm82.a2.v1",0,0,2,2,0,0,2,1,1
"Glyma.15G225900.Wm82.a2.v1",27,5,22,7,17,7,17,10,1
"Glyma.15G226000.Wm82.a2.v1",0,3,2,0,1,0,0,0,0
"Glyma.15G226100.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.15G226200.Wm82.a2.v1",0,0,0,0,0,1,0,0,0
"Glyma.15G226300.Wm82.a2.v1",48,6,9,0,0,2,0,1,5
"Glyma.15G226400.Wm82.a2.v1",3,6,6,0,2,6,2,0,3
"Glyma.15G226500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G226600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G226700.Wm82.a2.v1",0,1,1,0,0,0,3,1,0
"Glyma.15G226800.Wm82.a2.v1",5,9,13,2,1,0,0,0,0
"Glyma.15G226900.Wm82.a2.v1",3,0,4,2,1,4,0,0,1
"Glyma.15G227000.Wm82.a2.v1",5,0,3,5,13,0,2,4,0
"Glyma.15G227100.Wm82.a2.v1",117,55,77,86,88,117,78,49,34
"Glyma.15G227200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G227300.Wm82.a2.v1",889,712,720,615,534,523,391,281,326
"Glyma.15G227400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G227500.Wm82.a2.v1",483,493,447,591,614,689,432,378,307
"Glyma.15G227600.Wm82.a2.v1",2109,1754,1640,1767,1939,1901,946,779,897
"Glyma.15G227700.Wm82.a2.v1",21,9,11,1,15,0,0,0,0
"Glyma.15G227800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G227900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G228000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G228100.Wm82.a2.v1",16,16,20,2,0,0,0,2,0
"Glyma.15G228200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G228300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G228400.Wm82.a2.v1",14,2,6,5,7,6,0,1,0
"Glyma.15G228500.Wm82.a2.v1",22,72,31,10,28,5,0,3,0
"Glyma.15G228600.Wm82.a2.v1",465,351,277,259,227,220,146,144,124
"Glyma.15G228700.Wm82.a2.v1",130,57,77,156,158,192,105,118,170
"Glyma.15G228800.Wm82.a2.v1",1,0,0,0,1,0,0,0,0
"Glyma.15G228900.Wm82.a2.v1",4,0,0,0,0,0,0,0,0
"Glyma.15G229000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229200.Wm82.a2.v1",0,0,1,2,0,0,1,0,0
"Glyma.15G229300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229400.Wm82.a2.v1",148,93,143,57,65,29,78,62,33
"Glyma.15G229500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229600.Wm82.a2.v1",126,57,79,82,58,80,71,50,40
"Glyma.15G229700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G229900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G230000.Wm82.a2.v1",21,44,50,19,18,27,18,28,11
"Glyma.15G230100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G230200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G230300.Wm82.a2.v1",1230,614,1022,982,796,686,473,445,463
"Glyma.15G230400.Wm82.a2.v1",0,0,0,0,1,0,7,2,0
"Glyma.15G230500.Wm82.a2.v1",2523,2220,2172,1470,1423,1165,1098,787,624
"Glyma.15G230600.Wm82.a2.v1",642,324,569,469,480,422,340,285,194
"Glyma.15G230700.Wm82.a2.v1",95,71,49,36,79,50,60,28,19
"Glyma.15G230800.Wm82.a2.v1",0,0,5,0,1,2,0,1,0
"Glyma.15G230900.Wm82.a2.v1",6,17,17,12,18,15,3,6,13
"Glyma.15G231000.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.15G231100.Wm82.a2.v1",0,0,1,0,0,0,1,0,0
"Glyma.15G231200.Wm82.a2.v1",4,18,17,11,14,7,12,3,1
"Glyma.15G231300.Wm82.a2.v1",0,3,2,0,1,1,0,1,0
"Glyma.15G231400.Wm82.a2.v1",5,7,7,6,0,0,4,0,1
"Glyma.15G231500.Wm82.a2.v1",17,16,24,17,2,8,21,19,16
"Glyma.15G231600.Wm82.a2.v1",3,1,4,5,0,1,1,0,1
"Glyma.15G231700.Wm82.a2.v1",16,22,3,15,35,15,7,13,5
"Glyma.15G231800.Wm82.a2.v1",0,0,0,2,1,0,3,0,1
"Glyma.15G231900.Wm82.a2.v1",312,276,195,196,197,291,223,161,218
"Glyma.15G232000.Wm82.a2.v1",551,459,504,283,302,240,242,140,180
"Glyma.15G232100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G232200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G232300.Wm82.a2.v1",63,10,45,4,10,4,0,1,0
"Glyma.15G232400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G232500.Wm82.a2.v1",0,0,0,1,0,0,0,0,0
"Glyma.15G232600.Wm82.a2.v1",83,44,95,49,63,54,49,67,32
"Glyma.15G232700.Wm82.a2.v1",284,108,192,192,139,157,145,117,113
"Glyma.15G232800.Wm82.a2.v1",66,48,59,57,31,37,30,49,47
"Glyma.15G232900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G233000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G233100.Wm82.a2.v1",18,25,14,23,14,14,22,8,19
"Glyma.15G233200.Wm82.a2.v1",1,1,2,3,1,3,1,2,1
"Glyma.15G233300.Wm82.a2.v1",2,0,2,0,0,0,11,3,0
"Glyma.15G233400.Wm82.a2.v1",14,13,27,12,9,6,9,21,7
"Glyma.15G233500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G233600.Wm82.a2.v1",2,0,0,3,0,0,1,1,0
"Glyma.15G233700.Wm82.a2.v1",385,177,351,87,78,60,25,14,23
"Glyma.15G233800.Wm82.a2.v1",0,0,0,0,0,2,0,0,0
"Glyma.15G233900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G234000.Wm82.a2.v1",439,431,292,161,214,162,64,38,46
"Glyma.15G234100.Wm82.a2.v1",2252,1502,1501,351,892,371,146,128,71
"Glyma.15G234200.Wm82.a2.v1",164,84,134,111,91,75,70,50,48
"Glyma.15G234300.Wm82.a2.v1",3680,1493,2023,250,625,112,33,26,99
"Glyma.15G234400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G234500.Wm82.a2.v1",498,429,466,467,496,384,238,156,162
"Glyma.15G234600.Wm82.a2.v1",1,1,2,1,4,0,1,2,0
"Glyma.15G234700.Wm82.a2.v1",0,0,0,0,8,11,0,1,1
"Glyma.15G234800.Wm82.a2.v1",13,14,48,22,30,14,9,2,21
"Glyma.15G234900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G235000.Wm82.a2.v1",54,3,29,1,0,11,1,2,1
"Glyma.15G235100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G235200.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.15G235300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G235400.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.15G235500.Wm82.a2.v1",259,176,143,85,120,103,62,78,63
"Glyma.15G235600.Wm82.a2.v1",24,6,21,20,6,14,6,6,5
"Glyma.15G235700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G235800.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.15G235900.Wm82.a2.v1",1191,489,926,870,684,686,629,486,494
"Glyma.15G236000.Wm82.a2.v1",59,3,17,27,21,30,6,13,6
"Glyma.15G236100.Wm82.a2.v1",375,299,305,663,673,558,591,466,431
"Glyma.15G236200.Wm82.a2.v1",0,0,1,0,0,0,0,0,0
"Glyma.15G236300.Wm82.a2.v1",116,58,145,122,103,96,43,53,53
"Glyma.15G236400.Wm82.a2.v1",377,212,273,293,265,311,246,205,253
"Glyma.15G236500.Wm82.a2.v1",844,578,540,569,538,554,339,354,313
"Glyma.15G236600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G236700.Wm82.a2.v1",103,64,84,152,154,179,178,121,122
"Glyma.15G236800.Wm82.a2.v1",12,1,6,8,0,1,12,1,3
"Glyma.15G236900.Wm82.a2.v1",0,6,0,2,7,12,3,0,0
"Glyma.15G237000.Wm82.a2.v1",4,0,5,1,12,1,4,4,1
"Glyma.15G237100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G237200.Wm82.a2.v1",0,0,5,1,0,12,0,1,0
"Glyma.15G237300.Wm82.a2.v1",289,232,283,276,212,221,170,209,171
"Glyma.15G237400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G237500.Wm82.a2.v1",18,0,1,0,0,0,0,0,0
"Glyma.15G237600.Wm82.a2.v1",852,483,790,450,434,550,535,474,416
"Glyma.15G237700.Wm82.a2.v1",0,0,1,0,0,0,0,0,0
"Glyma.15G237800.Wm82.a2.v1",279,200,204,59,66,55,40,36,28
"Glyma.15G237900.Wm82.a2.v1",282,138,226,167,178,223,138,101,90
"Glyma.15G238000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G238100.Wm82.a2.v1",182,95,165,40,45,14,30,39,3
"Glyma.15G238200.Wm82.a2.v1",8905,7813,6139,2471,1792,504,534,477,55
"Glyma.15G238300.Wm82.a2.v1",0,12,0,1,1,4,0,0,0
"Glyma.15G238400.Wm82.a2.v1",0,0,0,3,5,16,39,33,1
"Glyma.15G238500.Wm82.a2.v1",156,317,159,657,828,700,326,282,413
"Glyma.15G238600.Wm82.a2.v1",35,123,36,2732,333,97,0,0,0
"Glyma.15G238700.Wm82.a2.v1",8,11,4,7,6,1,5,4,3
"Glyma.15G238800.Wm82.a2.v1",3,9,1,2,0,4,1,1,0
"Glyma.15G238900.Wm82.a2.v1",6,15,5,5,8,10,3,6,0
"Glyma.15G239000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G239100.Wm82.a2.v1",12,28,3,8,2,1,7,4,2
"Glyma.15G239200.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.15G239300.Wm82.a2.v1",1,0,0,1,0,0,0,0,0
"Glyma.15G239400.Wm82.a2.v1",0,0,0,0,0,1,0,0,0
"Glyma.15G239500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G239600.Wm82.a2.v1",0,2,0,3,0,0,0,0,0
"Glyma.15G239700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G239800.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G239900.Wm82.a2.v1",1,4,3,1,1,0,2,0,2
"Glyma.15G240000.Wm82.a2.v1",9,12,12,14,15,16,0,8,2
"Glyma.15G240100.Wm82.a2.v1",8,19,21,1,1,4,2,1,2
"Glyma.15G240200.Wm82.a2.v1",27,6,9,9,6,11,7,5,7
"Glyma.15G240300.Wm82.a2.v1",369,299,318,330,156,185,147,119,93
"Glyma.15G240400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G240500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G240600.Wm82.a2.v1",8,12,5,56,82,65,58,44,32
"Glyma.15G240700.Wm82.a2.v1",551,364,580,404,521,399,394,347,313
"Glyma.15G240800.Wm82.a2.v1",441,372,324,377,392,255,183,103,102
"Glyma.15G240900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G241000.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.15G241100.Wm82.a2.v1",32,33,35,9,13,4,6,2,2
"Glyma.15G241200.Wm82.a2.v1",0,0,6,0,0,0,0,0,0
"Glyma.15G241300.Wm82.a2.v1",4,21,11,44,49,88,42,70,139
"Glyma.15G241400.Wm82.a2.v1",56,28,50,32,36,18,28,23,38
"Glyma.15G241500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G241600.Wm82.a2.v1",0,0,1,0,0,1,2,4,0
"Glyma.15G241700.Wm82.a2.v1",16,16,15,13,9,15,7,3,9
"Glyma.15G241800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G241900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G242000.Wm82.a2.v1",25,33,33,23,3,16,6,3,10
"Glyma.15G242100.Wm82.a2.v1",1,0,0,1,1,4,0,0,0
"Glyma.15G242200.Wm82.a2.v1",191,145,183,66,100,60,26,14,13
"Glyma.15G242300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G242400.Wm82.a2.v1",0,0,0,0,3,0,0,0,0
"Glyma.15G242500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G242600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G242700.Wm82.a2.v1",1,0,0,0,0,0,1,0,0
"Glyma.15G242800.Wm82.a2.v1",0,0,2,0,7,1,15,18,0
"Glyma.15G242900.Wm82.a2.v1",280,237,361,375,251,298,105,78,177
"Glyma.15G243000.Wm82.a2.v1",973,679,675,98,86,77,31,6,50
"Glyma.15G243100.Wm82.a2.v1",150,89,190,156,114,151,249,188,112
"Glyma.15G243200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G243300.Wm82.a2.v1",342,238,203,392,413,746,340,407,1288
"Glyma.15G243400.Wm82.a2.v1",101,99,70,159,245,297,148,191,321
"Glyma.15G243500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G243600.Wm82.a2.v1",6,12,9,0,0,0,0,1,0
"Glyma.15G243700.Wm82.a2.v1",0,0,0,6,0,0,0,0,0
"Glyma.15G243800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G243900.Wm82.a2.v1",5,4,4,2,0,0,0,0,0
