"","A1_1","A1_2","A1_3","B1_1","B1_2","B1_3","C1_1","C1_2","C1_3"
"Glyma.15G244000.Wm82.a2.v1",0,0,0,0,0,2,0,0,5
"Glyma.15G244100.Wm82.a2.v1",12,2,29,5,14,16,0,4,5
"Glyma.15G244200.Wm82.a2.v1",10,0,2,1,1,0,2,2,2
"Glyma.15G244300.Wm82.a2.v1",171,79,63,139,204,147,425,297,174
"Glyma.15G244400.Wm82.a2.v1",37,20,20,8,17,11,5,3,7
"Glyma.15G244500.Wm82.a2.v1",3,1,0,2,0,0,0,0,1
"Glyma.15G244600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G244700.Wm82.a2.v1",195,154,130,197,225,179,66,64,66
"Glyma.15G244800.Wm82.a2.v1",62,59,51,70,57,34,22,16,19
"Glyma.15G244900.Wm82.a2.v1",0,4,0,9,11,4,7,6,3
"Glyma.15G245000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G245100.Wm82.a2.v1",6,0,0,0,0,0,0,0,0
"Glyma.15G245200.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.15G245300.Wm82.a2.v1",0,0,0,0,5,0,0,0,1
"Glyma.15G245400.Wm82.a2.v1",953,631,774,483,534,438,393,293,259
"Glyma.15G245500.Wm82.a2.v1",1,0,0,0,0,1,0,0,0
"Glyma.15G245600.Wm82.a2.v1",391,273,369,220,235,240,153,127,92
"Glyma.15G245700.Wm82.a2.v1",115,59,84,87,72,65,53,41,52
"Glyma.15G245800.Wm82.a2.v1",436,217,379,107,187,93,23,20,25
"Glyma.15G245900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246000.Wm82.a2.v1",1,0,1,0,1,2,0,0,0
"Glyma.15G246100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246500.Wm82.a2.v1",0,0,0,0,0,0,0,2,1
"Glyma.15G246600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246700.Wm82.a2.v1",1,0,0,3,1,0,1,1,1
"Glyma.15G246800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G246900.Wm82.a2.v1",0,0,0,2,0,0,0,0,0
"Glyma.15G247000.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.15G247100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G247800.Wm82.a2.v1",2,0,12,0,0,0,0,0,0
"Glyma.15G247900.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G248000.Wm82.a2.v1",40,24,18,39,73,16,2,1,9
"Glyma.15G248100.Wm82.a2.v1",107,75,104,64,75,60,35,31,34
"Glyma.15G248200.Wm82.a2.v1",1700,1245,1752,1976,1497,1646,964,756,992
"Glyma.15G248300.Wm82.a2.v1",632,607,345,324,477,353,339,270,251
"Glyma.15G248400.Wm82.a2.v1",347,391,269,101,275,156,387,222,51
"Glyma.15G248500.Wm82.a2.v1",26,4,55,35,26,70,4,3,3
"Glyma.15G248600.Wm82.a2.v1",24,38,19,31,12,39,19,20,6
"Glyma.15G248700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G248800.Wm82.a2.v1",190,124,145,191,184,230,176,148,146
"Glyma.15G248900.Wm82.a2.v1",794,369,746,345,387,259,50,32,218
"Glyma.15G249000.Wm82.a2.v1",460,181,301,329,244,289,348,358,209
"Glyma.15G249100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G249200.Wm82.a2.v1",21,51,42,12,24,12,7,6,1
"Glyma.15G249300.Wm82.a2.v1",1,0,0,0,0,0,0,0,2
"Glyma.15G249400.Wm82.a2.v1",0,0,7,0,1,4,0,1,0
"Glyma.15G249500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G249600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G249700.Wm82.a2.v1",49,35,48,3,18,10,17,15,14
"Glyma.15G249800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G249900.Wm82.a2.v1",587,436,371,476,464,359,314,273,252
"Glyma.15G250000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G250100.Wm82.a2.v1",96,89,132,33,50,27,68,27,6
"Glyma.15G250200.Wm82.a2.v1",5,8,1,18,0,5,0,0,0
"Glyma.15G250300.Wm82.a2.v1",29,39,35,11,19,15,12,3,4
"Glyma.15G250400.Wm82.a2.v1",117,89,90,70,73,80,92,54,60
"Glyma.15G250500.Wm82.a2.v1",7456,4001,5915,7717,6372,4895,4744,4029,2947
"Glyma.15G250600.Wm82.a2.v1",28,8,16,11,19,9,10,12,8
"Glyma.15G250700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G250800.Wm82.a2.v1",399,190,224,46,42,83,252,212,76
"Glyma.15G250900.Wm82.a2.v1",0,0,0,4,0,0,1,0,0
"Glyma.15G251000.Wm82.a2.v1",145,103,105,95,158,78,76,89,73
"Glyma.15G251100.Wm82.a2.v1",680,483,694,552,407,454,483,373,340
"Glyma.15G251200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G251300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G251400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G251500.Wm82.a2.v1",9,22,3,21,27,56,17,2,2
"Glyma.15G251600.Wm82.a2.v1",423,435,375,685,701,873,575,378,443
"Glyma.15G251700.Wm82.a2.v1",6,0,0,12,3,12,3,17,0
"Glyma.15G251800.Wm82.a2.v1",0,0,0,0,0,0,0,0,2
"Glyma.15G251900.Wm82.a2.v1",63,94,48,93,134,90,110,109,83
"Glyma.15G252000.Wm82.a2.v1",0,0,0,0,4,0,2,0,0
"Glyma.15G252100.Wm82.a2.v1",15,9,9,0,6,1,16,10,0
"Glyma.15G252200.Wm82.a2.v1",25,8,3,12,2,6,1,2,1
"Glyma.15G252300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G252400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G252500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G252600.Wm82.a2.v1",0,0,0,2,0,4,4,1,2
"Glyma.15G252700.Wm82.a2.v1",4,0,0,4,4,0,0,0,7
"Glyma.15G252800.Wm82.a2.v1",701,373,615,186,210,153,34,8,62
"Glyma.15G252900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G253000.Wm82.a2.v1",729,420,683,839,631,678,655,550,439
"Glyma.15G253100.Wm82.a2.v1",643,377,598,463,381,298,411,305,347
"Glyma.15G253200.Wm82.a2.v1",347,238,216,180,253,158,84,109,100
"Glyma.15G253300.Wm82.a2.v1",634,398,580,557,534,431,449,394,432
"Glyma.15G253400.Wm82.a2.v1",0,0,7,0,0,0,0,0,0
"Glyma.15G253500.Wm82.a2.v1",0,0,11,11,0,1,5,2,3
"Glyma.15G253600.Wm82.a2.v1",0,0,2,0,0,0,0,0,0
"Glyma.15G253700.Wm82.a2.v1",2436,4070,2395,3268,4209,3923,1958,1416,1830
"Glyma.15G253800.Wm82.a2.v1",2658,1395,2180,2568,1477,1737,1746,1503,1551
"Glyma.15G253900.Wm82.a2.v1",0,22,7,10,0,1,3,0,3
"Glyma.15G254000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G254100.Wm82.a2.v1",666,294,606,572,408,429,438,317,366
"Glyma.15G254200.Wm82.a2.v1",18,0,14,4,2,7,1,6,5
"Glyma.15G254300.Wm82.a2.v1",0,0,4,0,0,0,0,0,0
"Glyma.15G254400.Wm82.a2.v1",1035,960,869,593,631,435,165,112,305
"Glyma.15G254500.Wm82.a2.v1",69,81,105,52,34,29,37,11,24
"Glyma.15G254600.Wm82.a2.v1",291,220,195,170,224,198,180,151,142
"Glyma.15G254700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G254800.Wm82.a2.v1",21,11,32,25,48,27,14,16,17
"Glyma.15G254900.Wm82.a2.v1",50,24,64,112,57,108,81,72,65
"Glyma.15G255000.Wm82.a2.v1",266,199,294,242,211,250,177,137,137
"Glyma.15G255100.Wm82.a2.v1",653,513,504,564,451,350,280,248,261
"Glyma.15G255200.Wm82.a2.v1",1179,826,1000,1056,770,768,613,375,527
"Glyma.15G255300.Wm82.a2.v1",793,429,679,649,464,510,521,443,355
"Glyma.15G255400.Wm82.a2.v1",2504,1777,1865,1887,1709,1397,1045,767,799
"Glyma.15G255500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G255600.Wm82.a2.v1",161,135,191,227,117,161,157,107,111
"Glyma.15G255700.Wm82.a2.v1",4,28,15,6,0,4,14,6,1
"Glyma.15G255800.Wm82.a2.v1",229,150,133,104,144,113,74,46,51
"Glyma.15G255900.Wm82.a2.v1",1611,1028,1292,1015,945,845,677,533,523
"Glyma.15G256000.Wm82.a2.v1",1,4,35,10,33,2,5,1,0
"Glyma.15G256100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G256200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G256300.Wm82.a2.v1",4,20,34,12,3,1,20,21,1
"Glyma.15G256400.Wm82.a2.v1",20,7,48,8,2,1,0,3,2
"Glyma.15G256500.Wm82.a2.v1",987,935,654,561,396,325,413,337,306
"Glyma.15G256600.Wm82.a2.v1",296,256,301,205,94,47,15,18,20
"Glyma.15G256700.Wm82.a2.v1",232,65,121,118,141,79,80,62,57
"Glyma.15G256800.Wm82.a2.v1",0,0,5,0,0,4,1,1,0
"Glyma.15G256900.Wm82.a2.v1",37,10,5,8,14,4,0,0,0
"Glyma.15G257000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G257100.Wm82.a2.v1",12183,9986,10520,14758,11259,11932,9865,7940,8292
"Glyma.15G257200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G257300.Wm82.a2.v1",10,44,18,2,41,10,73,41,10
"Glyma.15G257400.Wm82.a2.v1",0,0,0,1,0,0,2,0,0
"Glyma.15G257500.Wm82.a2.v1",42,65,47,130,96,84,53,32,48
"Glyma.15G257600.Wm82.a2.v1",238,146,175,166,191,163,25,15,24
"Glyma.15G257700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G257800.Wm82.a2.v1",40,0,2,0,3,1,6,1,0
"Glyma.15G257900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G258000.Wm82.a2.v1",0,0,2,0,0,0,0,0,0
"Glyma.15G258100.Wm82.a2.v1",4,10,5,0,0,0,8,7,1
"Glyma.15G258200.Wm82.a2.v1",0,0,3,0,0,6,1,0,4
"Glyma.15G258300.Wm82.a2.v1",283,221,284,235,299,283,358,277,300
"Glyma.15G258400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G258500.Wm82.a2.v1",70,23,77,84,82,72,57,38,45
"Glyma.15G258600.Wm82.a2.v1",129,176,141,91,65,52,1,1,12
"Glyma.15G258700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G258800.Wm82.a2.v1",158,100,92,86,81,69,205,118,119
"Glyma.15G258900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G259000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G259100.Wm82.a2.v1",195,146,186,99,139,102,153,90,77
"Glyma.15G259200.Wm82.a2.v1",1486,1155,1148,871,977,717,634,542,480
"Glyma.15G259300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G259400.Wm82.a2.v1",8,17,7,6,2,1,8,0,0
"Glyma.15G259500.Wm82.a2.v1",4,0,0,0,10,3,2,0,1
"Glyma.15G259600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G259700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G259800.Wm82.a2.v1",120,149,135,99,107,80,78,74,76
"Glyma.15G259900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G260000.Wm82.a2.v1",552,357,393,355,362,321,261,220,195
"Glyma.15G260100.Wm82.a2.v1",73,33,76,54,80,61,32,43,28
"Glyma.15G260200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G260300.Wm82.a2.v1",1258,1303,1144,1175,960,1268,1256,857,940
"Glyma.15G260400.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.15G260500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G260600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G260700.Wm82.a2.v1",8,0,0,0,0,0,0,0,0
"Glyma.15G260800.Wm82.a2.v1",8,3,47,1,8,5,1,1,0
"Glyma.15G260900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G261000.Wm82.a2.v1",8,0,0,0,0,0,0,0,0
"Glyma.15G261100.Wm82.a2.v1",487,232,450,297,246,299,254,150,138
"Glyma.15G261200.Wm82.a2.v1",1178,806,1105,785,571,634,934,853,395
"Glyma.15G261300.Wm82.a2.v1",1689,1026,1632,420,416,184,124,58,60
"Glyma.15G261400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G261500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G261600.Wm82.a2.v1",256,96,150,174,142,106,143,137,109
"Glyma.15G261700.Wm82.a2.v1",8,1,4,15,1,7,2,5,0
"Glyma.15G261800.Wm82.a2.v1",151,57,155,86,76,97,83,47,40
"Glyma.15G261900.Wm82.a2.v1",3531,4274,3248,4768,4101,3929,2068,1530,1535
"Glyma.15G262000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G262100.Wm82.a2.v1",5330,3203,4003,2837,2837,2325,1524,1341,1487
"Glyma.15G262200.Wm82.a2.v1",530,260,382,361,329,312,299,264,205
"Glyma.15G262300.Wm82.a2.v1",465,615,445,871,814,944,659,469,326
"Glyma.15G262400.Wm82.a2.v1",148,84,122,83,119,34,51,40,50
"Glyma.15G262500.Wm82.a2.v1",405,337,264,384,417,444,325,328,372
"Glyma.15G262600.Wm82.a2.v1",29,24,19,18,24,22,28,15,6
"Glyma.15G262700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G262800.Wm82.a2.v1",228,94,172,80,96,60,64,56,10
"Glyma.15G262900.Wm82.a2.v1",0,0,4,0,4,0,0,0,0
"Glyma.15G263000.Wm82.a2.v1",43,88,25,8,18,4,1,0,1
"Glyma.15G263100.Wm82.a2.v1",2566,1300,1772,1562,1468,1340,1101,817,969
"Glyma.15G263200.Wm82.a2.v1",273,203,237,174,149,145,106,61,69
"Glyma.15G263300.Wm82.a2.v1",101,70,115,55,49,43,20,39,15
"Glyma.15G263400.Wm82.a2.v1",1624,993,1290,1155,1110,1126,762,593,585
"Glyma.15G263500.Wm82.a2.v1",888,848,765,1980,1720,1861,1565,1328,1410
"Glyma.15G263600.Wm82.a2.v1",3,0,6,2,0,1,1,0,0
"Glyma.15G263700.Wm82.a2.v1",22,14,17,11,7,13,78,34,37
"Glyma.15G263800.Wm82.a2.v1",70,55,72,31,27,21,14,9,15
"Glyma.15G263900.Wm82.a2.v1",0,2,0,0,0,0,1,2,0
"Glyma.15G264000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G264100.Wm82.a2.v1",4,4,6,0,2,1,7,6,6
"Glyma.15G264200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G264300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G264400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G264500.Wm82.a2.v1",259,164,220,170,188,179,137,107,132
"Glyma.15G264600.Wm82.a2.v1",0,8,0,5,2,0,1,6,0
"Glyma.15G264700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G264800.Wm82.a2.v1",21,5,17,10,6,1,4,5,7
"Glyma.15G264900.Wm82.a2.v1",0,3,1,1,4,0,1,2,1
"Glyma.15G265000.Wm82.a2.v1",104,33,58,86,53,34,61,34,27
"Glyma.15G265100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G265200.Wm82.a2.v1",187,97,179,73,85,66,61,40,93
"Glyma.15G265300.Wm82.a2.v1",3412,1524,2445,1800,1423,1660,1277,1192,1125
"Glyma.15G265400.Wm82.a2.v1",544,482,613,812,700,764,826,735,829
"Glyma.15G265500.Wm82.a2.v1",19,2,1,16,1,13,65,65,3
"Glyma.15G265600.Wm82.a2.v1",102,44,83,112,107,84,74,76,53
"Glyma.15G265700.Wm82.a2.v1",0,3,0,0,0,0,0,0,0
"Glyma.15G265800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G265900.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.15G266000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G266100.Wm82.a2.v1",1006,741,761,731,840,636,669,580,364
"Glyma.15G266200.Wm82.a2.v1",0,0,4,0,0,0,0,0,0
"Glyma.15G266300.Wm82.a2.v1",147,66,168,63,40,21,61,92,29
"Glyma.15G266400.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.15G266500.Wm82.a2.v1",11,6,12,17,29,7,0,0,0
"Glyma.15G266600.Wm82.a2.v1",516,265,435,335,338,274,215,187,260
"Glyma.15G266700.Wm82.a2.v1",259,123,157,111,118,79,142,129,47
"Glyma.15G266800.Wm82.a2.v1",4,0,0,0,0,0,0,1,0
"Glyma.15G266900.Wm82.a2.v1",51,83,71,38,76,65,51,23,30
"Glyma.15G267000.Wm82.a2.v1",932,768,968,684,500,584,186,96,120
"Glyma.15G267100.Wm82.a2.v1",2419,1435,1703,1337,1219,1115,712,524,489
"Glyma.15G267200.Wm82.a2.v1",137,84,108,50,83,41,59,71,11
"Glyma.15G267300.Wm82.a2.v1",0,0,4,1,0,0,0,0,0
"Glyma.15G267400.Wm82.a2.v1",410,344,261,160,188,134,123,98,24
"Glyma.15G267500.Wm82.a2.v1",261,110,223,135,88,34,14,19,55
"Glyma.15G267600.Wm82.a2.v1",33,71,54,18,41,29,209,171,27
"Glyma.15G267700.Wm82.a2.v1",131,36,59,80,97,64,48,64,57
"Glyma.15G267800.Wm82.a2.v1",0,0,0,1,0,6,4,0,0
"Glyma.15G267900.Wm82.a2.v1",110,60,42,20,45,7,10,7,6
"Glyma.15G268000.Wm82.a2.v1",597,323,541,280,347,274,136,117,139
"Glyma.15G268100.Wm82.a2.v1",1899,1693,1664,1040,865,720,511,289,242
"Glyma.15G268200.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.15G268300.Wm82.a2.v1",15,0,4,0,0,0,0,0,0
"Glyma.15G268400.Wm82.a2.v1",48,30,54,65,66,69,55,53,14
"Glyma.15G268500.Wm82.a2.v1",647,341,502,450,435,422,294,261,204
"Glyma.15G268600.Wm82.a2.v1",0,6,0,0,0,2,0,0,0
"Glyma.15G268700.Wm82.a2.v1",119,114,35,96,90,102,123,80,75
"Glyma.15G268800.Wm82.a2.v1",468,277,345,140,148,119,163,131,81
"Glyma.15G268900.Wm82.a2.v1",85,45,61,18,10,38,10,3,5
"Glyma.15G269000.Wm82.a2.v1",12,4,4,9,1,2,0,0,2
"Glyma.15G269100.Wm82.a2.v1",171,119,106,74,88,51,26,9,10
"Glyma.15G269200.Wm82.a2.v1",253,162,201,216,105,181,121,100,77
"Glyma.15G269300.Wm82.a2.v1",2630,2039,2123,1818,1535,1327,1301,1040,1129
"Glyma.15G269400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G269500.Wm82.a2.v1",155,176,163,160,202,191,113,84,97
"Glyma.15G269600.Wm82.a2.v1",506,238,391,290,183,185,228,159,146
"Glyma.15G269700.Wm82.a2.v1",289,126,195,97,103,81,68,52,50
"Glyma.15G269800.Wm82.a2.v1",498,324,375,392,350,285,276,260,241
"Glyma.15G269900.Wm82.a2.v1",529,447,497,317,457,390,458,294,267
"Glyma.15G270000.Wm82.a2.v1",18,14,1,0,1,0,27,1,1
"Glyma.15G270100.Wm82.a2.v1",39,34,23,16,24,15,15,6,0
"Glyma.15G270200.Wm82.a2.v1",167,98,111,127,111,124,93,102,81
"Glyma.15G270300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G270400.Wm82.a2.v1",108,57,39,30,20,15,1,1,4
"Glyma.15G270500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G270600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G270700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G270800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G270900.Wm82.a2.v1",0,0,0,0,0,4,0,0,3
"Glyma.15G271000.Wm82.a2.v1",0,0,0,0,0,1,0,0,11
"Glyma.15G271100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G271200.Wm82.a2.v1",283,205,260,517,449,480,157,145,83
"Glyma.15G271300.Wm82.a2.v1",7611,5522,4945,6906,7333,6477,4389,3647,4125
"Glyma.15G271400.Wm82.a2.v1",50,36,14,4,0,2,0,1,10
"Glyma.15G271500.Wm82.a2.v1",438,208,315,398,288,333,306,263,232
"Glyma.15G271600.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.15G271700.Wm82.a2.v1",714,491,424,689,670,707,616,535,516
"Glyma.15G271800.Wm82.a2.v1",1304,484,994,1339,899,1008,879,801,738
"Glyma.15G271900.Wm82.a2.v1",1,0,0,0,4,6,0,1,2
"Glyma.15G272000.Wm82.a2.v1",1164,929,1056,1135,1035,1098,751,718,593
"Glyma.15G272100.Wm82.a2.v1",14,0,6,3,8,10,10,11,8
"Glyma.15G272200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G272300.Wm82.a2.v1",816,719,436,282,372,336,299,238,213
"Glyma.15G272400.Wm82.a2.v1",284,254,222,397,250,244,248,224,214
"Glyma.15G272500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G272600.Wm82.a2.v1",167,90,173,34,31,6,26,9,13
"Glyma.15G272700.Wm82.a2.v1",10,1,1,0,0,0,2,4,1
"Glyma.15G272800.Wm82.a2.v1",14,17,4,4,23,0,0,0,0
"Glyma.15G272900.Wm82.a2.v1",555,328,543,473,281,364,481,334,346
"Glyma.15G273000.Wm82.a2.v1",1126,522,905,684,681,553,461,339,384
"Glyma.15G273100.Wm82.a2.v1",0,4,0,0,0,0,0,0,1
"Glyma.15G273200.Wm82.a2.v1",53,20,40,64,33,36,27,11,31
"Glyma.15G273300.Wm82.a2.v1",497,510,490,259,236,183,39,15,28
"Glyma.15G273400.Wm82.a2.v1",10,0,3,1,3,3,5,1,3
"Glyma.15G273500.Wm82.a2.v1",113,100,148,137,156,153,125,92,70
"Glyma.15G273600.Wm82.a2.v1",4221,1933,3202,2363,2166,2001,1888,1464,1103
"Glyma.15G273700.Wm82.a2.v1",563,128,324,44,68,35,8,5,9
"Glyma.15G273800.Wm82.a2.v1",9,0,23,1,0,1,0,1,0
"Glyma.15G273900.Wm82.a2.v1",1629,1358,1165,2329,1789,2196,1231,984,1136
"Glyma.15G274000.Wm82.a2.v1",255,58,222,139,99,92,12,21,64
"Glyma.15G274100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G274200.Wm82.a2.v1",0,1,11,0,1,0,0,0,0
"Glyma.15G274300.Wm82.a2.v1",13,8,10,0,0,0,0,1,5
"Glyma.15G274400.Wm82.a2.v1",4,0,5,1,27,0,3,1,3
"Glyma.15G274500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G274600.Wm82.a2.v1",55,56,57,18,32,66,90,43,14
"Glyma.15G274700.Wm82.a2.v1",1,17,27,3,11,19,1,10,9
"Glyma.15G274800.Wm82.a2.v1",1729,1231,1343,1080,930,678,431,319,350
"Glyma.15G274900.Wm82.a2.v1",1,6,3,2,4,11,0,0,0
"Glyma.15G275000.Wm82.a2.v1",1386,840,1328,838,693,646,799,714,866
"Glyma.15G275100.Wm82.a2.v1",9,75,18,34,76,116,69,88,17
"Glyma.15G275200.Wm82.a2.v1",6,22,12,8,10,0,2,1,2
"Glyma.15G275300.Wm82.a2.v1",156,116,96,117,77,99,60,43,41
"Glyma.15G275400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G275500.Wm82.a2.v1",169,90,61,73,38,60,44,20,35
"Glyma.15G275600.Wm82.a2.v1",1452,2043,1339,1324,1565,1201,574,385,303
"Glyma.15G275700.Wm82.a2.v1",168,320,193,182,226,144,39,7,6
"Glyma.15G275800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G275900.Wm82.a2.v1",221,160,199,164,197,142,17,14,8
"Glyma.15G276000.Wm82.a2.v1",3677,1441,3062,1130,862,664,70,48,227
"Glyma.15G276100.Wm82.a2.v1",1006,571,790,492,457,288,149,185,180
"Glyma.15G276200.Wm82.a2.v1",362,278,225,125,132,95,53,70,37
"Glyma.15G276300.Wm82.a2.v1",1887,1295,1780,1344,1276,1040,706,504,417
"Glyma.15G276400.Wm82.a2.v1",65,30,69,49,29,86,160,88,61
"Glyma.15G276500.Wm82.a2.v1",20,2,11,5,2,22,13,1,9
"Glyma.15G276600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G276700.Wm82.a2.v1",72,98,49,194,194,227,165,178,181
"Glyma.15G276800.Wm82.a2.v1",519,225,453,592,403,514,292,268,282
"Glyma.15G276900.Wm82.a2.v1",1,2,11,5,3,1,3,1,2
"Glyma.15G277000.Wm82.a2.v1",7,2,0,0,0,2,1,0,0
"Glyma.15G277100.Wm82.a2.v1",127,51,136,170,110,173,173,162,133
"Glyma.15G277200.Wm82.a2.v1",186,76,136,229,146,216,188,126,190
"Glyma.15G277300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.15G277400.Wm82.a2.v1",38,13,18,21,29,36,24,13,15
"Glyma.16G000100.Wm82.a2.v1",24,20,25,21,24,7,17,6,10
"Glyma.16G000200.Wm82.a2.v1",235,143,280,469,349,405,419,294,217
"Glyma.16G000300.Wm82.a2.v1",529,505,633,874,658,674,557,550,545
"Glyma.16G000400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.16G000500.Wm82.a2.v1",591,276,470,373,366,361,348,309,280
"Glyma.16G000600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.16G000700.Wm82.a2.v1",194,47,197,44,34,17,9,29,3
"Glyma.16G000800.Wm82.a2.v1",91,41,101,8,23,12,6,2,8
