,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
Glyma.03G006900,850.0531751,0.681394581,0.16578552,4.110097082,3.95E-05,0.003875187,FDR < 0.05
Glyma.18G031800,335.3305495,0.681216914,0.187571298,3.63177587,0.000281478,0.015697851,FDR < 0.05
Glyma.02G247900,802.2800495,0.68025131,0.147888884,4.599746062,4.23E-06,0.000713062,FDR < 0.05
Glyma.05G144400,628.2773186,0.679779529,0.135437226,5.019148349,5.19E-07,0.000155929,FDR < 0.05
Glyma.10G178900,2318.850022,0.678915498,0.166344218,4.081389222,4.48E-05,0.004179853,FDR < 0.05
Glyma.17G074800,960.8288069,0.678282434,0.19399018,3.496478191,0.000471443,0.022958498,FDR < 0.05
Glyma.09G131800,913.2442479,0.677829788,0.168955116,4.011892645,6.02E-05,0.00518234,FDR < 0.05
Glyma.20G171200,1872.164872,0.677672811,0.177108894,3.826305916,0.000130081,0.008924537,FDR < 0.05
Glyma.17G019500,51.09135928,-0.676963441,0.208623086,-3.244911445,0.001174872,0.04297993,FDR < 0.05
Glyma.15G166700,592.9406603,0.676951414,0.169668608,3.9898448,6.61E-05,0.005560058,FDR < 0.05
Glyma.17G082300,241.6008249,0.676629199,0.191169214,3.53942554,0.000400999,0.020269759,FDR < 0.05
Glyma.10G094000,353.3441883,0.675932831,0.172811551,3.911386861,9.18E-05,0.007005557,FDR < 0.05
Glyma.10G095500,372.8249191,0.675873608,0.158279017,4.270140286,1.95E-05,0.00231034,FDR < 0.05
Glyma.02G076800,111.258104,0.673577329,0.208432952,3.231625918,0.001230881,0.043922637,FDR < 0.05
Glyma.16G018300,4956.347627,0.673099592,0.161840594,4.159028176,3.20E-05,0.003325851,FDR < 0.05
Glyma.03G062500,50.73973339,-0.67267268,0.209844285,-3.20558018,0.001347905,0.046865756,FDR < 0.05
Glyma.06G093600,2292.085449,0.671823316,0.183812691,3.654934337,0.000257248,0.014777585,FDR < 0.05
Glyma.06G162300,331.7438465,0.671718335,0.169192214,3.970149206,7.18E-05,0.005868129,FDR < 0.05
Glyma.13G102600,69.87191879,0.669579489,0.198078681,3.380371312,0.00072388,0.031203749,FDR < 0.05
Glyma.17G016300,1085.445938,0.668768395,0.204840517,3.264824776,0.001095318,0.041134054,FDR < 0.05
Glyma.08G131200,129.1472853,0.665591006,0.207945519,3.200795142,0.001370489,0.04753837,FDR < 0.05
Glyma.20G239500,155.0845797,0.664758113,0.177329659,3.748713649,0.000177744,0.011319095,FDR < 0.05
Glyma.13G125100,116.3197414,0.664407583,0.177540786,3.742281419,0.000182357,0.011514462,FDR < 0.05
Glyma.02G115300,36.66164584,-0.66378931,0.200286728,-3.314195183,0.000919073,0.036193611,FDR < 0.05
Glyma.15G099900,333.5390111,0.662775419,0.136478149,4.856274953,1.20E-06,0.00029125,FDR < 0.05
Glyma.18G231300,272.6259981,0.661724806,0.151556502,4.366192131,1.26E-05,0.001652834,FDR < 0.05
Glyma.01G229800,139.3840515,-0.661209222,0.161790943,-4.086812325,4.37E-05,0.004103951,FDR < 0.05
Glyma.02G247000,125.9502375,0.660524821,0.170499499,3.874057259,0.000107038,0.007831867,FDR < 0.05
Glyma.13G149700,3399.000758,0.659278072,0.181902077,3.624357032,0.000289681,0.015940596,FDR < 0.05
Glyma.04G101000,780.2047035,0.65908301,0.153059903,4.306046182,1.66E-05,0.002077703,FDR < 0.05
Glyma.01G190900,689.148809,0.656142576,0.195937637,3.34873169,0.000811824,0.033638073,FDR < 0.05
Glyma.20G240000,270.9256604,0.655475646,0.185888979,3.526167349,0.00042162,0.021111624,FDR < 0.05
Glyma.03G145500,153.6141875,-0.654979432,0.200602407,-3.265062678,0.001094399,0.041134054,FDR < 0.05
Glyma.04G212100,345.1337014,0.652793851,0.164651674,3.964696096,7.35E-05,0.005949255,FDR < 0.05
Glyma.02G093100,178.3129473,0.652245538,0.201823676,3.231759283,0.001230307,0.043922637,FDR < 0.05
Glyma.19G123900,373.3896526,0.651360429,0.17811179,3.657031519,0.000255153,0.014737164,FDR < 0.05
Glyma.17G089000,158.0521794,0.650900786,0.200854277,3.240661813,0.001192526,0.043300538,FDR < 0.05
Glyma.12G031800,5085.94183,0.649344836,0.170590261,3.806459014,0.000140971,0.009428582,FDR < 0.05
Glyma.10G267400,195.4881926,0.646958563,0.163089881,3.966883532,7.28E-05,0.005923106,FDR < 0.05
Glyma.06G019800,656.600541,-0.646818487,0.112049323,-5.772622897,7.80E-09,6.06E-06,FDR < 0.05
Glyma.04G057100,190.3768895,0.646765655,0.173007839,3.738360403,0.000185224,0.01165599,FDR < 0.05
Glyma.18G288900,322.2629313,0.645532567,0.196924295,3.278074798,0.001045177,0.039691154,FDR < 0.05
Glyma.01G162300,83.33863646,0.645281685,0.19827573,3.254466311,0.001136056,0.042238166,FDR < 0.05
Glyma.01G019800,902.9578287,0.643635108,0.195980634,3.28417709,0.001022806,0.039040601,FDR < 0.05
Glyma.01G038600,985.1209672,0.643492167,0.189995658,3.386878285,0.000706927,0.03065876,FDR < 0.05
Glyma.13G255600,491.2165157,0.642450236,0.177773185,3.613875938,0.000301653,0.01637512,FDR < 0.05
Glyma.07G257500,424.9869572,-0.641023185,0.169232147,-3.787833438,0.000151967,0.009967194,FDR < 0.05
Glyma.17G045800,35404.50395,0.640064558,0.183952143,3.479516722,0.000502319,0.024053204,FDR < 0.05
Glyma.13G212700,372.5112993,0.637483978,0.162236418,3.929351906,8.52E-05,0.006646621,FDR < 0.05
Glyma.07G162100,84.06323672,-0.634757459,0.171808792,-3.694557486,0.00022027,0.013321332,FDR < 0.05
Glyma.03G249500,326.5159803,0.634510635,0.164200857,3.864234602,0.000111438,0.007999064,FDR < 0.05
Glyma.20G110200,374.3677433,0.634414639,0.150736463,4.20876692,2.57E-05,0.002813423,FDR < 0.05
Glyma.08G127200,276.8929361,0.634272595,0.181878994,3.48733288,0.000487864,0.023537264,FDR < 0.05
Glyma.01G235800,156.3113278,0.634200706,0.185215261,3.424127705,0.000616776,0.028089712,FDR < 0.05
Glyma.03G161300,580.1140976,0.633329704,0.12763962,4.961858281,6.98E-07,0.000197057,FDR < 0.05
Glyma.08G064100,690.4725846,0.633289349,0.175858757,3.601124907,0.000316843,0.016844318,FDR < 0.05
Glyma.01G161800,190.1873138,0.633033823,0.183428065,3.451128503,0.000558248,0.026126834,FDR < 0.05
Glyma.08G143800,127.2476757,-0.632980997,0.196463715,-3.221872286,0.001273559,0.045007492,FDR < 0.05
Glyma.14G031600,455.1878096,0.632912492,0.164385859,3.850163859,0.000118039,0.0083127,FDR < 0.05
Glyma.09G018600,554.0046191,-0.631627839,0.171154325,-3.690399522,0.000223902,0.013431964,FDR < 0.05
Glyma.02G158200,2412.942945,0.631594489,0.190145502,3.321637818,0.000894908,0.035504679,FDR < 0.05
Glyma.05G181100,235.8112015,-0.630982156,0.197834913,-3.189437823,0.001425498,0.048765384,FDR < 0.05
Glyma.15G228700,174.1546975,0.630924925,0.161685058,3.902184488,9.53E-05,0.007203583,FDR < 0.05
Glyma.02G234500,139.9771642,0.63065031,0.170503487,3.698753156,0.000216661,0.013210304,FDR < 0.05
Glyma.04G092600,1317.01303,0.630035055,0.1673671,3.764390109,0.000166956,0.010742282,FDR < 0.05
Glyma.04G029300,293.5693285,0.629924425,0.145968406,4.315484708,1.59E-05,0.002004329,FDR < 0.05
Glyma.15G033100,222.7712374,0.629876014,0.189261635,3.328070237,0.000874498,0.03519241,FDR < 0.05
Glyma.20G139700,129.0487225,0.629756986,0.191675495,3.285537295,0.001017881,0.03897238,FDR < 0.05
Glyma.20G147000,270.9949119,0.629360865,0.143455191,4.387159936,1.15E-05,0.001555732,FDR < 0.05
Glyma.13G093100,532.2164097,0.62929897,0.155538586,4.04593476,5.21E-05,0.004622578,FDR < 0.05
Glyma.01G219400,482.9917994,-0.629113396,0.18839042,-3.339412883,0.000839557,0.034347582,FDR < 0.05
Glyma.07G046100,1112.565915,0.627785723,0.147217211,4.264350059,2.00E-05,0.002356109,FDR < 0.05
Glyma.04G171900,106.6455264,-0.626635971,0.175811134,-3.564256454,0.000364889,0.018853783,FDR < 0.05
Glyma.19G200600,223.4155159,0.626145347,0.188003495,3.330498446,0.000866906,0.035027911,FDR < 0.05
Glyma.20G136200,1285.146758,0.625608989,0.125686585,4.977531915,6.44E-07,0.000183142,FDR < 0.05
Glyma.05G209700,366.2344011,0.624527152,0.119785828,5.21369817,1.85E-07,6.90E-05,FDR < 0.05
Glyma.18G202700,210.7089815,0.623902126,0.167142847,3.732747979,0.000189402,0.011838901,FDR < 0.05
Glyma.15G145000,982.0185254,-0.62264935,0.11215147,-5.551860811,2.83E-08,1.70E-05,FDR < 0.05
Glyma.15G172300,469.9851537,0.622440234,0.18663803,3.33501288,0.000852954,0.03464164,FDR < 0.05
Glyma.18G057700,2699.643833,0.620462754,0.153421065,4.04418229,5.25E-05,0.004635215,FDR < 0.05
Glyma.11G104200,218.4240404,0.619516078,0.13903194,4.455926307,8.35E-06,0.001201502,FDR < 0.05
Glyma.04G186500,217.3438657,0.618429935,0.17032947,3.630786476,0.000282559,0.015717275,FDR < 0.05
Glyma.09G265600,180.9662808,0.616916528,0.158876745,3.882988206,0.000103181,0.007672433,FDR < 0.05
Glyma.17G005600,7051.378421,0.616636408,0.139601779,4.41710996,1.00E-05,0.001417122,FDR < 0.05
Glyma.15G130300,188.8488661,0.615397725,0.172286598,3.571941943,0.000354344,0.018436774,FDR < 0.05
Glyma.14G116200,194.7236501,0.614733502,0.158035542,3.889843346,0.000100309,0.007488797,FDR < 0.05
Glyma.09G137200,2946.8747,0.613702288,0.149265512,4.111480824,3.93E-05,0.003864287,FDR < 0.05
Glyma.06G187000,52.73418947,0.612105288,0.169125831,3.619230031,0.000295481,0.016164237,FDR < 0.05
Glyma.06G013000,92.96015975,-0.611167558,0.189096524,-3.232040148,0.001229098,0.043922637,FDR < 0.05
Glyma.12G028300,5880.615184,0.609743631,0.152630352,3.994904187,6.47E-05,0.005467335,FDR < 0.05
Glyma.12G157500,538.4956424,0.609238744,0.181416333,3.358235364,0.000784418,0.032797648,FDR < 0.05
Glyma.17G144700,311.908225,0.608578037,0.184138983,3.304992938,0.000949788,0.037206519,FDR < 0.05
Glyma.09G138600,341.0947518,0.608276505,0.188063041,3.234428741,0.001218863,0.043741654,FDR < 0.05
Glyma.02G133500,337.0202219,0.608172907,0.181166537,3.356982565,0.000787981,0.03287283,FDR < 0.05
Glyma.02G072000,87.04395055,-0.607949095,0.149865799,-4.056623317,4.98E-05,0.00448498,FDR < 0.05
Glyma.01G146600,708.4246179,0.607799144,0.138846034,4.377504541,1.20E-05,0.001608701,FDR < 0.05
Glyma.04G003200,8001.025173,0.605015904,0.183281634,3.301017626,0.000963348,0.037579662,FDR < 0.05
Glyma.07G045300,590.7092728,0.604501351,0.180655562,3.346154116,0.000819408,0.03380536,FDR < 0.05
Glyma.04G165500,3380.784186,0.603694855,0.154683225,3.902781678,9.51E-05,0.007200431,FDR < 0.05
Glyma.02G057400,294.371321,-0.603549537,0.132930178,-4.540350032,5.62E-06,0.000897948,FDR < 0.05
Glyma.09G114000,383.8043967,0.603343627,0.172574814,3.496127936,0.000472062,0.022958498,FDR < 0.05
Glyma.13G291600,115.4891294,0.600926313,0.18520071,3.244730075,0.00117562,0.04297993,FDR < 0.05
Glyma.15G168800,78.78466001,-0.600047393,0.180365535,-3.326840639,0.000878366,0.035231781,FDR < 0.05
Glyma.04G085000,312.8849536,0.597459996,0.181696378,3.28823283,0.001008184,0.038720511,FDR < 0.05
Glyma.06G128600,613.4342833,0.594769759,0.175656423,3.385983548,0.000709236,0.030723129,FDR < 0.05
Glyma.05G153800,304.0796572,0.593714316,0.147185092,4.033793824,5.49E-05,0.004790489,FDR < 0.05
Glyma.17G131500,1347.711596,0.591449114,0.165059472,3.583248556,0.000339347,0.017881257,FDR < 0.05
Glyma.10G172700,878.921169,-0.590793808,0.173248831,-3.41008828,0.000649419,0.029078652,FDR < 0.05
Glyma.12G241800,521.0471651,-0.590140527,0.180911959,-3.262031605,0.001106168,0.041499684,FDR < 0.05
Glyma.10G161400,476.0220457,0.590119134,0.15245405,3.870799988,0.000108479,0.007847123,FDR < 0.05
Glyma.06G146000,1050.900077,0.590096936,0.172013795,3.430520998,0.000602423,0.027672848,FDR < 0.05
Glyma.08G126800,458.4409011,-0.588627337,0.164097896,-3.587049865,0.00033444,0.017688555,FDR < 0.05
Glyma.06G033300,227.8322385,-0.58834112,0.160272664,-3.670876276,0.00024172,0.014159417,FDR < 0.05
Glyma.17G197700,273.8860921,0.587538006,0.15710599,3.739755593,0.000184199,0.011611099,FDR < 0.05
Glyma.02G248500,85.5098987,0.586375496,0.16847508,3.480488016,0.000500501,0.023997004,FDR < 0.05
Glyma.04G034800,61.93217817,0.584650235,0.179554572,3.256114438,0.001129482,0.042119849,FDR < 0.05
Glyma.08G214900,958.1470923,0.584503276,0.153021285,3.819751462,0.000133586,0.009081425,FDR < 0.05
Glyma.05G157800,934.1039287,0.584114338,0.135128994,4.322642556,1.54E-05,0.001960239,FDR < 0.05
Glyma.17G033700,223.6284986,0.583763152,0.178039244,3.278845373,0.001042327,0.039623328,FDR < 0.05
Glyma.11G101400,1856.73392,0.582742964,0.15727254,3.705306509,0.000211135,0.012979592,FDR < 0.05
Glyma.18G212600,232.403043,0.581104234,0.144327544,4.026287846,5.67E-05,0.004920682,FDR < 0.05
Glyma.02G084400,419.8753147,0.581021417,0.122968085,4.724977338,2.30E-06,0.000451246,FDR < 0.05
Glyma.03G239500,359.2080016,0.58100598,0.174966761,3.320664878,0.000898033,0.035569338,FDR < 0.05
Glyma.19G165500,220.998611,0.580466019,0.148244888,3.915588783,9.02E-05,0.00695592,FDR < 0.05
Glyma.16G023100,68.67583822,0.580217462,0.153231812,3.786533974,0.000152763,0.010001829,FDR < 0.05
Glyma.06G325200,323.8022006,0.57969869,0.160388849,3.614332875,0.000301122,0.01637512,FDR < 0.05
Glyma.19G207100,137.9288604,-0.579117286,0.150975043,-3.835847784,0.000125132,0.008684124,FDR < 0.05
Glyma.16G131600,200.0306653,0.578908734,0.150095663,3.856931782,0.000114819,0.00814757,FDR < 0.05
Glyma.17G192300,230.5380684,0.577960182,0.145980383,3.959163355,7.52E-05,0.006051786,FDR < 0.05
Glyma.02G082100,259.5203826,-0.57650255,0.163952682,-3.516273987,0.000437649,0.021738906,FDR < 0.05
Glyma.11G063900,471.814906,-0.576244797,0.178026343,-3.23685128,0.001208564,0.043709027,FDR < 0.05
Glyma.13G344700,77.25937154,-0.576151272,0.177153626,-3.252269141,0.001144876,0.042419995,FDR < 0.05
Glyma.11G009600,223.5476656,0.57609088,0.162314115,3.549234645,0.000386353,0.019662816,FDR < 0.05
Glyma.03G242600,1346.046625,0.574861434,0.15793139,3.639944114,0.000272697,0.015346015,FDR < 0.05
Glyma.02G042200,301.7234201,-0.573802653,0.160316448,-3.579187652,0.000344664,0.018084662,FDR < 0.05
Glyma.10G255100,1481.883086,0.573540224,0.100855612,5.686745786,1.29E-08,8.77E-06,FDR < 0.05
Glyma.07G228400,260.4252574,0.5734154,0.172785248,3.318659476,0.000904507,0.035771219,FDR < 0.05
Glyma.06G102400,318.5979252,-0.572213842,0.169407362,-3.377738934,0.000730844,0.031367366,FDR < 0.05
Glyma.16G100200,357.1949205,0.570164565,0.164059341,3.475355693,0.000510176,0.02436681,FDR < 0.05
Glyma.20G189700,102.342592,0.569374685,0.150797772,3.775749979,0.000159527,0.010371757,FDR < 0.05
Glyma.18G075400,708.00299,0.569062651,0.155091957,3.669195125,0.000243315,0.014229935,FDR < 0.05
Glyma.10G139500,215.9535532,0.567187008,0.172849684,3.281388744,0.001032973,0.039388295,FDR < 0.05
Glyma.10G164100,685.623638,-0.566773216,0.167278718,-3.388196791,0.000703538,0.030618683,FDR < 0.05
Glyma.16G182200,583.3940833,0.56558756,0.167879488,3.369009321,0.000754389,0.03193883,FDR < 0.05
Glyma.20G246100,559.3959807,0.56495269,0.122898707,4.596896933,4.29E-06,0.000716351,FDR < 0.05
Glyma.11G039700,1107.39357,0.564447229,0.142152325,3.970721041,7.17E-05,0.005866927,FDR < 0.05
Glyma.20G219100,498.4261351,0.564259182,0.152950756,3.689155901,0.000224999,0.013458415,FDR < 0.05
Glyma.09G191200,129.3274463,-0.564257479,0.172629461,-3.268604761,0.001080792,0.040752844,FDR < 0.05
Glyma.13G262200,133.2012407,-0.56406028,0.176812523,-3.190160235,0.001421939,0.048688352,FDR < 0.05
Glyma.01G017100,184.9323532,-0.563338816,0.160522239,-3.509412891,0.000449097,0.022130509,FDR < 0.05
Glyma.12G006700,157.8215032,0.563021707,0.152504127,3.691845717,0.000222633,0.013420634,FDR < 0.05
Glyma.16G136400,122.95189,0.562960585,0.161443354,3.487047133,0.000488385,0.023537264,FDR < 0.05
Glyma.17G092900,242.4168837,0.562601521,0.140286423,4.010377547,6.06E-05,0.005203691,FDR < 0.05
Glyma.14G023500,104.5641811,0.561265003,0.174804133,3.210822265,0.001323558,0.046254989,FDR < 0.05
Glyma.13G009100,174.1082194,-0.561206643,0.164456641,-3.412490003,0.000643723,0.028858306,FDR < 0.05
Glyma.06G029300,302.0954898,0.560098928,0.125978362,4.445993093,8.75E-06,0.001253551,FDR < 0.05
Glyma.16G143600,631.5178867,-0.55918813,0.148771226,-3.758711579,0.000170791,0.010919012,FDR < 0.05
Glyma.06G047700,84.56738358,-0.558677064,0.1644083,-3.398107422,0.000678538,0.029950526,FDR < 0.05
Glyma.06G059000,216.1642163,0.558479296,0.153236029,3.644569103,0.00026784,0.015141301,FDR < 0.05
Glyma.20G120600,327.5614841,0.557917173,0.173966682,3.207034619,0.001341109,0.046762993,FDR < 0.05
Glyma.10G270300,389.33101,0.557642204,0.150108399,3.714930069,0.00020326,0.012620407,FDR < 0.05
Glyma.17G061900,403.8664506,0.557189483,0.159813079,3.486507406,0.000489372,0.023554339,FDR < 0.05
Glyma.02G038400,172.5347682,0.55683317,0.16511316,3.372433619,0.00074507,0.031831964,FDR < 0.05
Glyma.14G159300,317.2318662,-0.556220937,0.134869423,-4.124144117,3.72E-05,0.003746704,FDR < 0.05
Glyma.09G077900,128.522648,0.55563143,0.166958646,3.327958416,0.000874849,0.03519241,FDR < 0.05
Glyma.19G015900,521.55968,0.555030112,0.154749116,3.586644802,0.00033496,0.017688555,FDR < 0.05
Glyma.10G127100,336.3684923,0.552989355,0.166536162,3.320536202,0.000898447,0.035569338,FDR < 0.05
Glyma.03G181900,649.8096015,0.551006929,0.102774337,5.361327999,8.26E-08,3.71E-05,FDR < 0.05
Glyma.13G045000,2383.800211,0.550684836,0.128577876,4.282889511,1.84E-05,0.002209866,FDR < 0.05
Glyma.14G060100,200.0574346,0.549449753,0.168047352,3.269612686,0.001076948,0.040695251,FDR < 0.05
Glyma.08G325100,198.1760881,0.546898511,0.166396452,3.286719786,0.001013616,0.038889048,FDR < 0.05
Glyma.09G260900,1695.531835,0.546735499,0.157221957,3.477475468,0.000506159,0.024205983,FDR < 0.05
Glyma.10G091000,972.7134445,0.545485073,0.140043347,3.895115931,9.82E-05,0.007342462,FDR < 0.05
Glyma.05G035000,299.4586661,-0.545444874,0.163911096,-3.32768731,0.000875701,0.03519241,FDR < 0.05
Glyma.03G202400,74.85613805,0.544945575,0.165155407,3.299592692,0.000968252,0.037692035,FDR < 0.05
Glyma.11G091000,221.5842631,0.544889907,0.148758981,3.66290428,0.000249372,0.014515773,FDR < 0.05
Glyma.08G226000,112.4301279,0.54449841,0.165997279,3.280164668,0.001037465,0.039519148,FDR < 0.05
Glyma.17G257800,579.0968592,0.541689208,0.16807871,3.222830589,0.001269306,0.044906672,FDR < 0.05
Glyma.16G098100,469.0235488,0.540308738,0.166966994,3.23602123,0.001212084,0.043709027,FDR < 0.05
Glyma.02G267300,198.0688375,0.539126679,0.13175856,4.091777241,4.28E-05,0.004047635,FDR < 0.05
Glyma.12G022300,383.8560078,0.539084315,0.132898188,4.05637069,4.98E-05,0.00448498,FDR < 0.05
Glyma.01G215500,585.4915041,0.538921864,0.151549432,3.556079743,0.00037643,0.019266516,FDR < 0.05
Glyma.09G246100,341.5815327,0.537441322,0.13631795,3.942557248,8.06E-05,0.006376477,FDR < 0.05
Glyma.07G062200,266.1876811,-0.535346258,0.151489642,-3.533880265,0.000409507,0.020532647,FDR < 0.05
Glyma.20G244200,869.4470094,0.534151872,0.135432306,3.94405064,8.01E-05,0.006360072,FDR < 0.05
Glyma.18G289000,1433.038565,0.532281756,0.164480109,3.236146655,0.001211551,0.043709027,FDR < 0.05
Glyma.01G234100,102.0502574,0.529181457,0.159217432,3.323640195,0.000888508,0.035325996,FDR < 0.05
Glyma.13G151000,2396.738069,0.52801892,0.133468661,3.956126586,7.62E-05,0.006115983,FDR < 0.05
Glyma.08G213100,677.5452305,0.526676609,0.154833075,3.401576883,0.000669983,0.029749153,FDR < 0.05
Glyma.05G240900,363.5668076,0.525583675,0.098808963,5.31919027,1.04E-07,4.31E-05,FDR < 0.05
Glyma.18G024700,461.493332,0.523619059,0.159151994,3.290056545,0.001001673,0.038510122,FDR < 0.05
Glyma.02G086200,709.0132586,0.523560488,0.132086871,3.963758741,7.38E-05,0.005949255,FDR < 0.05
Glyma.02G137400,322.9251152,-0.523349079,0.157435898,-3.324204242,0.000886712,0.035292287,FDR < 0.05
Glyma.14G218200,137.3524009,0.523074901,0.152660111,3.426401939,0.000611635,0.027992425,FDR < 0.05
Glyma.12G132600,91.07591369,0.522713197,0.154822499,3.376209537,0.000734919,0.031469749,FDR < 0.05
Glyma.20G243500,473.7383489,-0.522421755,0.154204121,-3.387858575,0.000704406,0.030619249,FDR < 0.05
Glyma.07G183200,301.2798572,-0.522169685,0.124600417,-4.190753917,2.78E-05,0.002967821,FDR < 0.05
Glyma.14G208300,1060.886127,0.520358968,0.161881174,3.214450172,0.001306946,0.045760305,FDR < 0.05
Glyma.02G061100,485.0383275,-0.5202348,0.160747221,-3.236353295,0.001210674,0.043709027,FDR < 0.05
Glyma.13G073500,279.5270387,0.519842689,0.146618713,3.5455412,0.000391808,0.019913241,FDR < 0.05
Glyma.12G214900,237.5686297,-0.519017481,0.119438447,-4.345480832,1.39E-05,0.001791426,FDR < 0.05
Glyma.17G065600,217.9869024,0.519014442,0.151962562,3.415409923,0.000636861,0.028632534,FDR < 0.05
Glyma.13G202800,1714.731934,0.518745777,0.141070888,3.677199348,0.000235809,0.013922059,FDR < 0.05
Glyma.06G182100,540.6228736,0.517170212,0.158177007,3.269566293,0.001077125,0.040695251,FDR < 0.05
Glyma.06G051100,123.1921329,-0.513385878,0.139962167,-3.668033221,0.000244423,0.014272336,FDR < 0.05
Glyma.06G229900,1025.887663,0.513383316,0.159528263,3.218133937,0.001290276,0.045464032,FDR < 0.05
Glyma.05G049500,802.8567488,0.513277306,0.151261647,3.393307673,0.00069054,0.030336543,FDR < 0.05
Glyma.18G044900,586.4811764,-0.512158554,0.138107581,-3.708402892,0.000208571,0.012864387,FDR < 0.05
Glyma.10G113100,201.2191944,0.511591585,0.153690974,3.328702869,0.000872514,0.035178192,FDR < 0.05
Glyma.06G239500,144.5485317,-0.510304152,0.132276944,-3.857846545,0.00011439,0.008132635,FDR < 0.05
Glyma.18G025500,124.0072615,0.509497573,0.132040194,3.858655153,0.000114013,0.008121278,FDR < 0.05
Glyma.06G301300,743.3609415,0.508221292,0.148630282,3.41936572,0.000627673,0.028446875,FDR < 0.05
Glyma.11G118000,124.4504204,0.507887314,0.153558027,3.307461831,0.000941455,0.036957829,FDR < 0.05
Glyma.15G074900,265.5098832,-0.506955328,0.147545554,-3.435924125,0.000590536,0.027232359,FDR < 0.05
Glyma.15G083700,772.8060507,0.506867773,0.13072156,3.877461176,0.000105552,0.007755898,FDR < 0.05
Glyma.13G052000,208.3097055,0.503924501,0.155256726,3.245749888,0.001171417,0.042952728,FDR < 0.05
Glyma.18G098900,666.4749604,0.503534328,0.124334774,4.04982703,5.13E-05,0.004568116,FDR < 0.05
Glyma.05G127000,126.9851678,-0.502277251,0.155254909,-3.235177904,0.00121567,0.043709027,FDR < 0.05
Glyma.11G020900,707.2882931,0.501925465,0.138245377,3.630685343,0.00028267,0.015717275,FDR < 0.05
Glyma.16G014200,689.3055293,0.50066025,0.147152805,3.402315367,0.000668175,0.029704279,FDR < 0.05
Glyma.12G194200,272.3623972,0.500194511,0.144971379,3.450298361,0.000559967,0.026158387,FDR < 0.05
Glyma.03G240000,219.0866684,-0.499852227,0.130015257,-3.844565943,0.000120766,0.008456799,FDR < 0.05
Glyma.13G273800,184.1924566,0.499240168,0.146931809,3.397767788,0.000679381,0.029952243,FDR < 0.05
Glyma.02G226600,119.3077873,-0.498347039,0.136511675,-3.650581813,0.000261647,0.014922425,FDR < 0.05
Glyma.03G123500,340.361906,0.498235331,0.144990209,3.436337763,0.000589635,0.027232359,FDR < 0.05
Glyma.19G141700,607.0480765,0.498082165,0.146515675,3.399514513,0.000675056,0.029832189,FDR < 0.05
Glyma.11G228600,263.4142973,0.497913515,0.137898821,3.610716269,0.000305353,0.016510311,FDR < 0.05
Glyma.20G241500,351.3146298,-0.497913021,0.151605903,-3.284258813,0.00102251,0.039040601,FDR < 0.05
Glyma.19G230200,1035.226655,0.497453935,0.119775953,4.153203743,3.28E-05,0.003402178,FDR < 0.05
Glyma.09G229600,164.7243697,0.496880008,0.154163562,3.223070372,0.001268244,0.044906672,FDR < 0.05
Glyma.14G087900,180.0963949,0.496138307,0.150197097,3.303248306,0.000955717,0.037349445,FDR < 0.05
Glyma.06G047000,152.1952277,-0.495416971,0.150453128,-3.292832646,0.000991835,0.038329687,FDR < 0.05
Glyma.10G157900,350.482907,-0.495251265,0.140081135,-3.535460115,0.000407066,0.020520738,FDR < 0.05
Glyma.02G027600,415.8360255,0.495164374,0.117264895,4.222613884,2.41E-05,0.002691362,FDR < 0.05
Glyma.02G216500,219.7841732,0.493150296,0.144284364,3.417905323,0.000631051,0.028565197,FDR < 0.05
Glyma.06G044600,954.951666,0.493124424,0.143522148,3.435876832,0.000590639,0.027232359,FDR < 0.05
Glyma.19G067100,240.0977963,0.491153333,0.128571985,3.820064955,0.000133417,0.009081425,FDR < 0.05
Glyma.05G223700,379.9504832,0.490768365,0.144666593,3.392409787,0.000692807,0.03038259,FDR < 0.05
Glyma.12G209700,223.5409653,0.489457287,0.146041162,3.351502275,0.000803744,0.033466199,FDR < 0.05
Glyma.01G188900,299.630679,0.489190787,0.140875011,3.472516418,0.000515603,0.024563033,FDR < 0.05
Glyma.08G167100,1663.914826,0.489129982,0.147028262,3.326775233,0.000878572,0.035231781,FDR < 0.05
Glyma.16G113000,1216.99376,0.488813083,0.145008528,3.370926446,0.000749159,0.031896175,FDR < 0.05
Glyma.11G001800,164.0023445,0.483750129,0.130400323,3.709731075,0.00020748,0.012818312,FDR < 0.05
Glyma.19G180800,766.9449395,0.48120402,0.146808693,3.277762446,0.001046334,0.039694635,FDR < 0.05
Glyma.19G041200,367.2640581,-0.481052866,0.12873329,-3.736817939,0.000186364,0.011688208,FDR < 0.05
Glyma.07G242100,123.5240682,-0.480431324,0.137332097,-3.498317828,0.000468203,0.022890325,FDR < 0.05
Glyma.14G132500,359.4184062,-0.479764393,0.134915627,-3.556032777,0.000376497,0.019266516,FDR < 0.05
Glyma.18G284700,648.1857637,-0.478572843,0.147381995,-3.247159481,0.001165631,0.042909486,FDR < 0.05
Glyma.06G033200,524.5884751,0.477810688,0.116691607,4.094644844,4.23E-05,0.004008038,FDR < 0.05
Glyma.15G076900,304.4002022,0.477312709,0.111253473,4.290317375,1.78E-05,0.002174312,FDR < 0.05
